collateral_id,loan_id,collateral_type,collateral_value,valuation_date
7002588,501779,Commercial Property,16495.91,2025-10-08
7002589,500769,Vehicle,23842.3,2023-12-13
7002590,504887,Vehicle,36146.74,2023-09-30
7002591,504060,Other,59830.76,2023-03-17
7002592,500404,Real Estate,36032.32,2025-03-09
7002593,503450,Real Estate,19679.58,2026-08-04
7002594,504460,Real Estate,173859.91,2026-02-14
7002595,501904,Vehicle,82137.24,2023-11-26
7002596,501864,Vehicle,5376.55,2023-08-23
7002597,502046,Real Estate,378770.48,2025-02-17
7002598,500255,Other,15536.37,2024-08-07
7002599,501232,Vehicle,19105.71,2023-12-12
7002600,504755,Equipment,785409.51,2024-01-08
7002601,502955,Vehicle,243179.61,2025-02-18
7002602,503976,Vehicle,10339.45,2023-11-10
7002603,502576,Real Estate,4258.72,2024-05-14
7002604,500994,Vehicle,212219.19,2024-07-25
7002605,500581,Real Estate,74502.07,2025-08-19
7002606,500209,Vehicle,272436.66,2025-05-16
7002607,504853,Commercial Property,29180.76,2026-07-30
7002608,501032,Real Estate,57118.29,2024-11-22
7002609,503716,Other,34876.22,2023-10-24
7002610,504777,Equipment,20947.35,2023-12-01
7002611,502328,Commercial Property,35836.79,2025-01-25
7002612,504923,Equipment,43991.45,2025-10-02
7002613,502586,Real Estate,406102.96,2024-03-11
7002614,500434,Real Estate,7525.37,2023-11-15
7002615,503949,Vehicle,84528.02,2023-11-10
7002616,501407,Real Estate,44361.13,2025-12-14
7002617,502170,Equipment,33662.11,2023-03-01
7002618,503165,Vehicle,36897.89,2023-12-18
7002619,502622,Vehicle,70518.4,2024-01-21
7002620,501447,Commercial Property,450936.69,2023-07-05
7002621,503896,Other,125754.59,2026-03-04
7002622,500022,Equipment,46912.41,2025-10-29
7002623,504079,Vehicle,40313.4,2024-12-23
7002624,500756,Vehicle,89867.44,2026-01-30
7002625,503273,Real Estate,30101.95,2026-01-01
7002626,500460,Equipment,2837.32,2026-02-07
7002627,504554,Vehicle,231758.79,2026-07-24
7002628,501057,Equipment,120627.19,2025-07-13
7002629,504333,Commercial Property,24584.97,2024-01-30
7002630,501884,Other,49193.03,2026-08-28
7002631,502795,Real Estate,433605.27,2024-03-26
7002632,504257,Vehicle,173784.03,2024-02-14
7002633,504443,Equipment,42032.41,2023-09-18
7002634,502836,Equipment,529459.73,2024-07-12
7002635,503447,Vehicle,66829.93,2024-03-31
7002636,504920,Vehicle,43532.62,2025-08-30
7002637,501651,Commercial Property,162423.23,2023-01-17
7002638,501036,Real Estate,443714.69,2023-09-20
7002639,503807,Equipment,48337.38,2026-07-06
7002640,504698,Vehicle,10405.18,2025-05-11
7002641,501222,Vehicle,358828.34,2026-03-11
7002642,502446,Vehicle,68089.3,2026-06-24
7002643,504900,Real Estate,19617.81,2024-06-18
7002644,502119,Equipment,28303.35,2026-01-08
7002645,503925,Equipment,65063.73,2025-04-01
7002646,503404,Equipment,27655.08,2023-12-03
7002647,504402,Real Estate,179802.93,2026-05-09
7002648,504668,Equipment,17978.17,2026-05-14
7002649,500499,Real Estate,42505.76,2025-07-02
7002650,504912,Real Estate,135829.86,2023-08-12
7002651,500220,Real Estate,121773.46,2023-02-10
7002652,501497,Vehicle,173650.53,2024-03-11
7002653,500887,Real Estate,222236.03,2026-07-22
7002654,501526,Real Estate,641365.88,2026-04-21
7002655,500198,Commercial Property,34749.85,2023-08-15
7002656,501905,Commercial Property,102708.91,2023-06-29
7002657,501184,Real Estate,315629.5,2024-11-07
7002658,504829,Real Estate,154092.48,2024-07-16
7002659,502616,Real Estate,390018.87,2025-12-31
7002660,502080,Real Estate,210604.14,2025-12-18
7002661,501221,Equipment,323224.9,2026-01-30
7002662,504332,Vehicle,19255.46,2024-05-31
7002663,500576,Equipment,33509.45,2023-05-28
7002664,504664,Real Estate,17987.0,2023-10-25
7002665,504899,Real Estate,242966.03,2024-06-25
7002666,504015,Equipment,9903.15,2024-01-26
7002667,500517,Real Estate,191334.02,2025-05-08
7002668,502238,Equipment,212294.36,2024-12-31
7002669,504968,Real Estate,398880.12,2024-11-09
7002670,502914,Vehicle,38898.28,2025-04-25
7002671,500695,Vehicle,11885.42,2024-02-09
7002672,502511,Real Estate,30762.78,2026-08-26
7002673,504801,Real Estate,419559.72,2025-10-27
7002674,501008,Other,11868.44,2024-08-15
7002675,502806,Vehicle,6915.58,2025-12-12
7002676,503861,Real Estate,9046.09,2025-05-14
7002677,503479,Other,145464.78,2024-06-03
7002678,500453,Equipment,15340.17,2023-11-13
7002679,503256,Vehicle,33537.74,2025-08-24
7002680,504613,Real Estate,41369.02,2024-07-05
7002681,500095,Real Estate,154586.17,2024-10-06
7002682,501806,Vehicle,309928.78,2024-11-30
7002683,500742,Commercial Property,15735.72,2023-01-25
7002684,502032,Vehicle,261799.22,2024-03-11
7002685,502949,Equipment,63326.98,2024-03-13
7002686,504102,Commercial Property,9855.39,2026-06-09
7002687,503568,Other,54419.31,2023-06-10
7002688,502108,Vehicle,147204.84,2024-06-17
7002689,500257,Equipment,15655.41,2026-04-25
7002690,501751,Vehicle,192038.01,2026-05-23
7002691,503439,Real Estate,37472.11,2023-03-28
7002692,502404,Vehicle,457517.04,2025-04-10
7002693,500996,Equipment,133707.33,2024-11-09
7002694,502459,Vehicle,379551.39,2025-03-20
7002695,503578,Real Estate,44660.49,2025-01-07
7002696,501879,Vehicle,42406.18,2024-01-08
7002697,501463,Equipment,51721.22,2023-05-28
7002698,504329,Vehicle,71755.35,2024-03-08
7002699,501297,Vehicle,517168.26,2023-01-15
7002700,502604,Vehicle,238876.32,2024-04-14
7002701,501361,Real Estate,36330.94,2024-08-11
7002702,500296,Vehicle,30821.68,2025-05-18
7002703,502358,Vehicle,394236.15,2024-10-14
7002704,502035,Other,15852.82,2024-05-21
7002705,502363,Real Estate,55052.98,2023-12-10
7002706,504479,Real Estate,291781.03,2026-05-28
7002707,501176,Vehicle,296424.2,2024-03-02
7002708,501752,Commercial Property,183221.36,2024-11-11
7002709,503100,Equipment,56952.69,2023-01-20
7002710,503915,Real Estate,10383.77,2025-08-20
7002711,502165,Real Estate,88520.25,2025-01-30
7002712,501037,Equipment,31554.38,2025-03-23
7002713,503893,Commercial Property,102156.09,2024-12-07
7002714,503013,Real Estate,40315.2,2025-04-14
7002715,504770,Vehicle,86863.2,2024-08-31
7002716,502983,Equipment,131302.43,2026-08-06
7002717,502909,Real Estate,18669.29,2023-08-12
7002718,504068,Commercial Property,154862.3,2026-07-17
7002719,500304,Vehicle,42430.89,2024-06-14
7002720,504775,Equipment,203677.64,2023-03-09
7002721,504919,Vehicle,13248.19,2025-12-09
7002722,502172,Equipment,142377.44,2023-06-19
7002723,501888,Real Estate,33700.89,2025-09-20
7002724,500971,Other,6519.94,2025-02-24
7002725,501569,Vehicle,234602.08,2023-08-15
7002726,504250,Real Estate,32407.25,2025-03-01
7002727,502618,Real Estate,63940.11,2026-01-08
7002728,501417,Real Estate,22959.1,2025-08-24
7002729,502558,Real Estate,65626.73,2024-07-10
7002730,503172,Vehicle,25683.46,2026-08-26
7002731,503686,Real Estate,159374.99,2024-05-18
7002732,502175,Vehicle,37967.33,2024-08-20
7002733,504263,Real Estate,25771.17,2025-10-30
7002734,504915,Real Estate,96793.52,2024-11-11
7002735,502865,Equipment,15276.43,2023-04-27
7002736,504962,Equipment,431361.53,2024-08-08
7002737,501954,Real Estate,66417.27,2025-08-12
7002738,503057,Commercial Property,12018.64,2026-01-29
7002739,503338,Vehicle,11577.24,2024-08-16
7002740,503714,Commercial Property,79064.48,2025-10-17
7002741,502739,Vehicle,26894.07,2026-03-22
7002742,502491,Equipment,8764.31,2026-05-21
7002743,501903,Commercial Property,3675.49,2025-06-15
7002744,502698,Equipment,12321.32,2026-07-14
7002745,500200,Real Estate,13627.03,2023-01-11
7002746,501577,Commercial Property,163127.98,2023-10-15
7002747,503041,Other,13289.45,2024-11-03
7002748,503225,Equipment,42544.68,2025-10-24
7002749,504890,Real Estate,11325.17,2024-01-15
7002750,500100,Commercial Property,899171.47,2025-05-06
7002751,503509,Other,248313.89,2026-07-08
7002752,504356,Real Estate,55396.81,2023-09-09
7002753,502086,Real Estate,288332.26,2025-10-17
7002754,504029,Equipment,34846.96,2024-12-22
7002755,504833,Real Estate,405076.24,2024-11-26
7002756,504604,Commercial Property,831474.52,2025-08-05
7002757,501015,Equipment,146707.39,2024-12-08
7002758,502961,Commercial Property,25488.38,2023-07-30
7002759,500054,Equipment,411627.89,2025-09-30
7002760,503473,Equipment,4127.51,2024-05-07
7002761,503673,Equipment,274242.15,2026-07-15
7002762,504164,Real Estate,72746.33,2023-07-18
7002763,500501,Real Estate,25708.61,2025-11-27
7002764,504675,Real Estate,48585.56,2023-09-14
7002765,503904,Other,311712.8,2026-05-31
7002766,503977,Other,168653.66,2024-09-09
7002767,501254,Vehicle,109753.37,2023-03-19
7002768,500412,Real Estate,178569.6,2023-03-22
7002769,501198,Vehicle,21164.13,2025-11-23
7002770,503033,Real Estate,61344.63,2023-01-06
7002771,500167,Real Estate,60232.78,2023-11-08
7002772,502067,Vehicle,10793.65,2024-11-02
7002773,502882,Vehicle,16409.02,2024-04-02
7002774,501063,Real Estate,194482.18,2026-06-25
7002775,500401,Real Estate,13335.02,2024-03-06
7002776,502621,Commercial Property,85243.46,2026-01-13
7002777,504275,Real Estate,132799.38,2026-03-29
7002778,504862,Equipment,8846.51,2024-12-21
7002779,503354,Equipment,107958.25,2025-02-17
7002780,503937,Equipment,17703.48,2024-09-18
7002781,500188,Other,15461.57,2026-05-13
7002782,501279,Vehicle,18962.65,2023-06-14
7002783,501619,Commercial Property,21987.25,2025-10-29
7002784,502969,Commercial Property,25704.76,2025-01-25
7002785,504218,Real Estate,10953.21,2025-12-19
7002786,504256,Real Estate,22853.44,2023-04-13
7002787,503461,Real Estate,321666.69,2025-01-26
7002788,502044,Vehicle,86259.19,2024-08-04
7002789,502589,Real Estate,148075.43,2023-04-29
7002790,502834,Real Estate,4186.38,2026-07-20
7002791,503451,Real Estate,488780.61,2024-03-10
7002792,502813,Vehicle,173658.53,2025-03-13
7002793,504054,Vehicle,31058.92,2026-07-16
7002794,502864,Vehicle,20592.37,2024-09-24
7002795,504805,Real Estate,139507.61,2024-08-24
7002796,500451,Other,246953.55,2023-10-13
7002797,501134,Real Estate,164158.56,2023-05-29
7002798,504298,Equipment,18845.43,2024-01-21
7002799,502414,Real Estate,36262.65,2026-02-28
7002800,503917,Commercial Property,241975.94,2026-07-01
7002801,501821,Commercial Property,13909.65,2025-06-29
7002802,501832,Vehicle,18660.41,2024-07-11
7002803,501725,Vehicle,18011.4,2025-02-23
7002804,501587,Equipment,18282.27,2025-02-04
7002805,504485,Real Estate,409202.02,2023-05-18
7002806,504247,Real Estate,25496.31,2023-09-05
7002807,504484,Vehicle,19792.84,2023-12-19
7002808,503657,Commercial Property,84251.62,2024-12-18
7002809,502984,Equipment,353192.08,2025-04-03
7002810,503079,Real Estate,108895.95,2023-08-01
7002811,502802,Vehicle,4702.2,2023-10-27
7002812,502747,Vehicle,7892.71,2024-09-25
7002813,502138,Vehicle,47278.36,2023-01-14
7002814,503452,Real Estate,214713.8,2025-09-27
7002815,503534,Real Estate,72071.97,2025-09-04
7002816,501235,Real Estate,17935.56,2024-02-06
7002817,501885,Real Estate,233395.86,2023-04-18
7002818,504144,Commercial Property,17368.68,2025-01-04
7002819,502258,Equipment,19049.79,2025-08-12
7002820,504099,Vehicle,21565.02,2023-02-24
7002821,501094,Commercial Property,19173.32,2025-04-05
7002822,503412,Vehicle,36685.95,2026-07-07
7002823,502068,Real Estate,71994.65,2024-04-20
7002824,503781,Real Estate,21884.5,2025-11-16
7002825,503748,Vehicle,175933.37,2023-06-15
7002826,504109,Vehicle,200875.66,2024-11-12
7002827,503950,Real Estate,385162.15,2026-02-20
7002828,501095,Real Estate,76674.94,2024-01-25
7002829,500833,Real Estate,31854.24,2026-01-16
7002830,502001,Vehicle,53045.26,2024-05-20
7002831,500574,Vehicle,16916.63,2024-11-14
7002832,500647,Vehicle,11778.45,2025-04-11
7002833,502076,Real Estate,55779.6,2024-02-09
7002834,501690,Vehicle,194356.1,2024-01-21
7002835,504721,Commercial Property,379435.59,2023-12-12
7002836,502313,Real Estate,62153.01,2024-12-29
7002837,501016,Real Estate,56756.62,2025-11-05
7002838,500911,Vehicle,101592.65,2023-07-17
7002839,503024,Real Estate,826586.93,2023-01-27
7002840,503113,Equipment,255312.4,2024-11-29
7002841,503150,Real Estate,15527.22,2023-04-18
7002842,500506,Equipment,64630.82,2024-12-29
7002843,503296,Vehicle,209964.43,2025-03-18
7002844,504364,Commercial Property,324738.04,2023-04-05
7002845,502968,Vehicle,28139.57,2023-11-29
7002846,504680,Other,74567.78,2024-04-27
7002847,502190,Real Estate,122139.5,2025-10-18
7002848,500491,Equipment,94338.9,2023-03-02
7002849,500165,Real Estate,570411.06,2025-11-26
7002850,501208,Real Estate,291948.82,2025-07-03
7002851,503951,Real Estate,465319.85,2023-09-25
7002852,504994,Equipment,126142.58,2025-11-14
7002853,500703,Real Estate,71118.8,2024-02-13
7002854,501153,Vehicle,295726.79,2024-02-16
7002855,500440,Real Estate,279238.59,2023-07-17
7002856,504211,Commercial Property,411527.83,2023-03-06
7002857,503095,Equipment,5196.36,2026-08-21
7002858,500681,Real Estate,31625.14,2024-02-22
7002859,500119,Real Estate,203102.3,2023-01-08
7002860,500553,Commercial Property,68888.84,2025-12-19
7002861,502118,Equipment,217743.35,2025-10-03
7002862,504550,Vehicle,91043.15,2025-10-05
7002863,501124,Real Estate,131386.15,2024-06-24
7002864,503358,Equipment,9530.14,2026-01-19
7002865,504575,Vehicle,15506.13,2024-06-21
7002866,504523,Commercial Property,56144.39,2025-02-04
7002867,501195,Real Estate,286013.92,2024-03-16
7002868,503116,Real Estate,59976.41,2023-03-09
7002869,504173,Vehicle,4741.46,2024-04-20
7002870,500893,Commercial Property,189589.24,2024-06-26
7002871,503026,Real Estate,377335.71,2026-03-13
7002872,503280,Real Estate,29445.49,2024-10-24
7002873,501017,Commercial Property,257172.41,2026-01-27
7002874,500263,Other,84778.76,2024-08-30
7002875,500213,Real Estate,40104.84,2024-12-20
7002876,504293,Commercial Property,222440.61,2024-09-07
7002877,503635,Equipment,5496.13,2024-05-30
7002878,502143,Real Estate,43377.11,2025-09-28
7002879,501644,Vehicle,39778.67,2024-12-07
7002880,501119,Real Estate,341244.08,2026-08-24
7002881,500729,Equipment,51320.04,2025-04-03
7002882,502594,Other,12530.75,2024-04-03
7002883,501244,Vehicle,372300.44,2026-08-23
7002884,503929,Commercial Property,8339.56,2024-06-15
7002885,503414,Equipment,51521.79,2025-07-23
7002886,504146,Commercial Property,39370.91,2026-03-04
7002887,503823,Other,77788.91,2024-05-29
7002888,502034,Real Estate,156270.44,2023-06-05
7002889,503623,Real Estate,40276.01,2024-06-11
7002890,503063,Real Estate,357396.11,2024-10-31
7002891,502606,Real Estate,46476.54,2023-02-03
7002892,500723,Equipment,8603.06,2026-04-12
7002893,503895,Vehicle,3823.83,2023-03-27
7002894,504599,Real Estate,106387.89,2025-11-12
7002895,503828,Real Estate,449332.56,2026-05-17
7002896,504452,Equipment,188649.42,2024-11-25
7002897,502377,Real Estate,54985.67,2023-08-27
7002898,503692,Real Estate,27791.7,2024-07-17
7002899,500083,Real Estate,40153.61,2025-04-13
7002900,501652,Vehicle,187159.69,2023-02-07
7002901,500919,Vehicle,124943.68,2025-03-21
7002902,501145,Vehicle,13352.96,2025-11-18
7002903,502673,Commercial Property,358960.97,2024-09-21
7002904,501727,Vehicle,49849.35,2023-04-26
7002905,502316,Real Estate,39127.23,2025-02-20
7002906,500839,Real Estate,44700.5,2026-05-28
7002907,502956,Real Estate,13910.16,2024-10-24
7002908,504990,Real Estate,116396.43,2023-03-05
7002909,504888,Equipment,94699.8,2025-01-27
7002910,502401,Commercial Property,27152.84,2025-01-01
7002911,504092,Vehicle,58823.95,2023-07-10
7002912,502785,Vehicle,166387.97,2024-07-26
7002913,501049,Equipment,96821.69,2023-06-29
7002914,503216,Commercial Property,50083.08,2025-11-09
7002915,503997,Vehicle,126485.83,2026-03-03
7002916,501286,Equipment,148897.89,2025-01-17
7002917,500741,Vehicle,15930.63,2026-05-05
7002918,502087,Vehicle,104999.03,2024-04-08
7002919,501070,Commercial Property,7038.61,2025-12-07
7002920,504803,Commercial Property,46049.52,2023-03-22
7002921,500690,Vehicle,108206.56,2026-04-16
7002922,503776,Real Estate,15271.84,2023-05-10
7002923,504049,Commercial Property,213608.64,2026-01-06
7002924,502925,Vehicle,34375.13,2026-01-14
7002925,500696,Vehicle,147693.31,2025-04-05
7002926,504694,Real Estate,19656.7,2023-08-03
7002927,503532,Real Estate,10497.77,2023-05-09
7002928,503212,Vehicle,15008.14,2025-03-04
7002929,503723,Real Estate,50503.59,2024-11-06
7002930,504738,Real Estate,172697.53,2023-10-11
7002931,502301,Equipment,249361.24,2023-09-04
7002932,504216,Real Estate,106358.31,2024-06-29
7002933,501797,Commercial Property,433203.96,2025-05-15
7002934,504725,Real Estate,176009.76,2026-04-23
7002935,504767,Commercial Property,169467.14,2024-06-20
7002936,500099,Vehicle,116770.78,2025-08-20
7002937,500777,Real Estate,173904.62,2023-10-24
7002938,501658,Real Estate,7285.44,2024-09-10
7002939,501256,Vehicle,32215.73,2024-06-05
7002940,502142,Other,131267.18,2025-12-05
7002941,503205,Real Estate,44598.89,2023-10-07
7002942,502453,Real Estate,66937.44,2023-02-05
7002943,502694,Equipment,15219.79,2023-03-14
7002944,502610,Vehicle,198882.59,2025-01-01
7002945,500522,Real Estate,182139.55,2023-01-17
7002946,503611,Commercial Property,62017.15,2026-02-26
7002947,504504,Vehicle,36120.93,2025-07-05
7002948,504047,Equipment,43621.28,2024-12-26
7002949,502200,Real Estate,49046.19,2024-04-27
7002950,502100,Real Estate,54962.65,2025-11-15
7002951,503784,Vehicle,215037.47,2026-04-19
7002952,500367,Vehicle,107675.68,2026-05-29
7002953,503757,Real Estate,170664.07,2025-08-04
7002954,501455,Commercial Property,269254.63,2026-02-25
7002955,503373,Equipment,8886.54,2026-07-01
7002956,504942,Real Estate,16309.48,2025-07-23
7002957,502120,Commercial Property,86771.87,2023-09-13
7002958,500481,Equipment,57483.44,2026-01-22
7002959,500249,Other,69602.27,2023-04-28
7002960,502483,Equipment,10213.12,2026-07-21
7002961,503663,Commercial Property,288519.34,2024-09-14
7002962,504350,Real Estate,201472.32,2025-01-28
7002963,503610,Real Estate,61429.94,2023-11-20
7002964,501783,Vehicle,10612.85,2026-02-11
7002965,502791,Real Estate,8292.69,2026-08-17
7002966,503786,Commercial Property,84609.39,2024-11-18
7002967,500519,Other,8733.3,2023-11-21
7002968,504115,Vehicle,156280.91,2023-07-28
7002969,503505,Real Estate,14574.54,2024-12-20
7002970,504924,Vehicle,388149.63,2024-02-29
7002971,501951,Other,15921.49,2026-04-28
7002972,502889,Equipment,12694.1,2023-03-17
7002973,503591,Equipment,17983.56,2026-03-31
7002974,501678,Equipment,24639.12,2025-11-20
7002975,501507,Vehicle,38229.64,2024-01-31
7002976,501958,Equipment,21876.37,2024-12-19
7002977,500566,Vehicle,249218.42,2023-03-19
7002978,503531,Vehicle,183598.39,2024-11-22
7002979,504013,Vehicle,63507.43,2025-07-01
7002980,504651,Other,22068.07,2026-08-29
7002981,503908,Real Estate,57847.05,2023-08-03
7002982,502436,Other,41321.26,2023-11-19
7002983,504928,Equipment,62887.86,2023-06-28
7002984,501030,Commercial Property,154681.16,2024-10-01
7002985,501893,Real Estate,42300.12,2025-08-26
7002986,501739,Vehicle,54706.94,2023-08-18
7002987,502820,Commercial Property,15064.33,2024-07-22
7002988,502913,Vehicle,79048.05,2025-05-07
7002989,502399,Vehicle,192647.82,2026-03-15
7002990,504844,Vehicle,220364.21,2026-07-25
7002991,502674,Commercial Property,23816.17,2025-06-18
7002992,504834,Real Estate,225961.13,2024-05-20
7002993,501837,Real Estate,41009.93,2025-03-11
